\database\database_area.msbt
areaName_area01	共和国
ItemInfo_ReadyRetryM	「じゅんびアイテム」として持って\nおくと、HPが０になった時に使われ、\nHPが半分増えて復活できる。
ItemInfo_ReadyRetryL	「じゅんびアイテム」として持って\nおくと、HPが０になった時に使われ、\nHPが完全回復して復活できる。
ItemInfo_ReadyRetryC	「じゅんびアイテム」として持って\nおくと、HPが０になった時に使われ、\n完全回復＆攻撃力２倍で復活できる。
ItemInfo_ScenarioSukajan	幼いころ、父からもらったもの。\nスシガミの魂を封じておくことができ、\nソデには契約皿を装着できる。
ItemInfo_ScenarioDictionary	古今東西のスシガミやスシの情報が\nまとめられた古い書物。契約のたびに\n内容が書き足されていく。
ItemInfo_ScenarioHelp	スシバトルの奥義がつめこまれた\nスシライカー必携の書。バトルで\n達成した偉業も記録されていく。
ItemInfo_ScenarioKey01	アブリコスが持っていたカギ。\nおそらく帝国の重要施設に関わる\nものと思われる。
ItemInfo_ScenarioKey02	バンブークが持っていたカギ。\nおそらく帝国の重要施設に関わる\nものと思われる。
ItemInfo_ScenarioKey03	ソスナが持っていたカギ。\nおそらく帝国の重要施設に関わる\nものと思われる。
ItemInfo_Stone	海の近くの土地でたまに取れる\n奇妙な形の石。海に関係する何かが\n石になったものと言われている。
ItemInfo_StoneBig	海の近くでまれに見つかる円形の\n奇妙な石。レーンドライブギアの材料\nだが、ここまで大きい物は希少。
ItemInfo_OhudaPT	スシガミのテンションを上げて、\n大勢にスシをふるまえるおふだ。\nチビっこハウスで使える。
ItemInfo_LimitOverScore	「じゅんびアイテム」として持って\nおくと、バトルで最大HPが半分になるが\nスコアが1.5倍になる。ずっと使える。
ItemInfo_ResearchDoc	表紙に大きく「人工スシゲート計画」と\n書かれた資料。加速器を使い人間の手で\nスシゲートを開くための秘密研究らしい。
ItemInfo_ContractDish00	「じゅんびアイテム」として持ち、\nイイ戦いをするとスシガミが現れる…!?\nスシライカーランク２段から契約可能。
ItemInfo_ContractDish01	「じゅんびアイテム」として持ち、\nイイ戦いをするとカズラサツが現れる!?\nスシライカーランク４段から契約可能。
ItemInfo_ContractDish02	「じゅんびアイテム」として持ち、\nイイ戦いをするとゴレカンが現れる!?\nスシライカーランク３段から契約可能。
ItemInfo_ContractDish03	「じゅんびアイテム」として持ち、\nイイ戦いをするとクロカンが現れる!?\nスシライカーランク５段から契約可能。
ItemInfo_ContractDish04	「じゅんびアイテム」として持ち、\nイイ戦いをするとガロオウが現れる!?\nスシライカーランク７段から契約可能。
ItemInfo_ContractDish05	「じゅんびアイテム」として持ち、\nイイ戦いをするとスシガミが現れる…!?\nスシライカーランク２段から契約可能。
ItemInfo_ContractDish06	「じゅんびアイテム」として持ち、\nイイ戦いをするとキャッテンが現れる!?\nスシライカーランク２段から契約可能。
ItemInfo_ContractDish07	「じゅんびアイテム」として持ち、\nイイ戦いをするとオルテンが現れる…!?\nスシライカーランク７段から契約可能。
ItemInfo_ContractDish08	「じゅんびアイテム」として持ち、\nイイ戦いをするとスイテンが現れる…!?\nスシライカーランク２段から契約可能。
ItemInfo_ContractDish09	「じゅんびアイテム」として持ち、\nイイ戦いをするとボンテンが現れる…!?\nスシライカーランク８段から契約可能。
ItemInfo_ContractDish10	「じゅんびアイテム」として持ち、\nイイ戦いをするとバッテンが現れる…!?\nスシライカーランク６段から契約可能。
ItemInfo_ContractDish11	「じゅんびアイテム」として持ち、\nイイ戦いをするとフェアテンが現れる!?\nスシライカーランク２段から契約可能。
ItemInfo_ContractDish12	「じゅんびアイテム」として持ち、\nイイ戦いをするとホウテンが現れる…!?\nスシライカーランク３段から契約可能。
ItemInfo_CollaboItem01	スシロー島エリアのまぐろラッコが記念の\n品としてくれたスシネタ。大きくて上質。\nムサシが食べると、うでっぷしが上がる。
ItemInfo_CollaboItem02	スシガミに使うと、ものすごく経験値が\n増えるおふだ。おいしいスシを提供する\nための長い経験が封じこめられている。
ItemInfo_CollaboItem03	スシガミに使うと、まもりのチカラが\nものすごく増えるおまもり。昔のスシ桶\nでできており、甘酸っぱい香りがする。
\database\database_stage.msbt
stageName_stage001	国境への道１
stageName_stage002	国境への道２
stageName_stage003	国境への道３
stageName_stage004	国境への道４
stageName_stage005	国境への道５
stageName_stage006	国境への道６
stageName_stage007	国境への道７
stageName_stage008	スシ解放戦線アジト
stageName_stage009	鎮守の森への道１
stageName_stage010	鎮守の森への道２
stageName_stage011	鎮守の森への道３
stageName_stage012	鎮守の森への道４
stageName_stage013	鎮守の森への道５
stageName_stage014	鎮守の森への道６
stageName_stage015	鎮守の森への道７
stageName_stage016	鎮守の森への道８
stageName_stage017	鎮守の森への道９
stageName_stage018	鎮守の森ゲート前
stageName_stage019	鎮守の森ゲート
stageName_stage020	国境ゲートへの道１
stageName_stage021	国境ゲートへの道２
stageName_stage022	国境ゲートへの道３
stageName_stage023	国境ゲートへの道４
stageName_stage024	国境ゲートへの道５
stageName_stage025	展望野原
stageName_stage026	国境ゲートへの道６
stageName_stage027	国境ゲートへの道７
stageName_stage028	国境第１ゲート前
stageName_stage029	国境第１ゲート
stageName_stage030	国境第２ゲート
stageName_stage031	国境最終ゲート前
stageName_stage032	浜辺への道１
stageName_stage033	浜辺への道２
stageName_stage034	浜辺への道３
stageName_stage035	浜辺への道４
stageName_stage036	浜辺への道５
stageName_stage037	ウッドデッキ
stageName_stage038	浜辺への道６
stageName_stage039	浜辺への道７
stageName_stage040	浜辺への道８
stageName_stage041	浜辺への道９
stageName_stage042	浜辺１
stageName_stage043	浜辺２
stageName_stage044	浜辺３
stageName_stage045	海上基地通路１
stageName_stage046	海上基地通路２
stageName_stage047	海上基地通路３
stageName_stage048	海上基地通路４
stageName_stage049	海上基地通路５
stageName_stage050	海上基地通路６
stageName_stage051	将軍の砦前
stageName_stage052	将軍の砦
stageName_stage053	交易の町バラン１
stageName_stage054	交易の町バラン２
stageName_stage055	交易の町バラン３
stageName_stage056	交易の町バラン４
stageName_stage057	交易の町バラン５
stageName_stage058	交易の町バラン６
stageName_stage059	交易の町バラン７
stageName_stage060	穀倉地帯１
stageName_stage061	穀倉地帯２
stageName_stage062	要塞ナバ・正門
stageName_stage063	要塞ナバ・郭１
stageName_stage064	要塞ナバ・郭２
stageName_stage065	要塞ナバ・郭３
stageName_stage066	要塞ナバ・郭４
stageName_stage067	要塞ナバ・内門
stageName_stage068	要塞ナバ・砦１
stageName_stage069	要塞ナバ・砦２
stageName_stage070	要塞ナバ・砦３
stageName_stage071	要塞ナバ・砦４
stageName_stage072	要塞ナバ・はね橋前
stageName_stage073	野営キャンプ
stageName_stage074	売店エリア１
stageName_stage075	売店エリア２
stageName_stage076	売店エリア３
stageName_stage077	売店エリア４
stageName_stage078	登山ルート１
stageName_stage079	登山ルート２
stageName_stage080	登山ルート３
stageName_stage081	登山ルート４
stageName_stage082	登山ルート５
stageName_stage083	登山ルート６
stageName_stage084	登山ルート７
stageName_stage085	登山ルート８
stageName_stage086	登山ルート９
stageName_stage087	名所・溶岩滝
stageName_stage088	鉱山砦への道１
stageName_stage089	鉱山砦への道２
stageName_stage090	鉱山砦への道３
stageName_stage091	鉱山砦への道４
stageName_stage092	鉱山砦への道５
stageName_stage093	鉱山砦への道６
stageName_stage094	ソスナの鉱山砦
stageName_stage095	六花山・登山道１
stageName_stage096	六花山・登山道２
stageName_stage097	六花山・登山道３
stageName_stage098	六花山・登山道４
stageName_stage099	六花山・砦
stageName_stage100	六花山・下山道１
stageName_stage101	六花山・下山道２
stageName_stage102	六花山・下山道３
stageName_stage103	六花山・船つき場
stageName_stage104	再訓練施設・正門
stageName_stage105	訓練棟
stageName_stage106	再訓練施設・通路１
stageName_stage107	再訓練施設・通路２
stageName_stage108	再訓練施設・通路３
stageName_stage109	再訓練施設・通路４
stageName_stage110	特別訓練棟
stageName_stage111	再訓練施設・裏門
stageName_stage112	帝国街道１
stageName_stage113	帝国街道２
stageName_stage114	帝国街道３
stageName_stage115	帝国街道４
stageName_stage116	帝国街道５
stageName_stage117	帝国街道６
stageName_stage118	帝国街道７
stageName_stage119	帝国街道８
stageName_stage120	帝国街道９
stageName_stage121	帝都・正門
stageName_stage122	帝都１
stageName_stage123	帝都２
stageName_stage124	帝都３
stageName_stage125	帝都４
stageName_stage126	帝都５
stageName_stage127	帝都６
stageName_stage128	帝都７
stageName_stage129	帝都８
stageName_stage130	宮殿城門
stageName_stage131	宮殿入口
stageName_stage132	エントランス１
stageName_stage133	エントランス２
stageName_stage134	エントランス３
stageName_stage135	エントランス４
stageName_stage136	宮殿廊下
stageName_stage137	兵士詰所１
stageName_stage138	兵士詰所２
stageName_stage139	兵士詰所３
stageName_stage140	兵士詰所４
stageName_stage141	四天王の間１
stageName_stage142	四天王の間２
stageName_stage143	四天王の間３
stageName_stage144	四天王の間４
stageName_stage145	皇帝の間
stageName_stage146	皇帝の間・玉座
stageName_area01_ex001	かくしステージ１
stageName_area01_ex002	かくしステージ２
stageName_area01_ex003	かくしステージ３
stageName_area01_ex004	岬のかくれほこら
stageName_area02_ex001	かくしステージ１
stageName_area02_ex002	かくしステージ２
stageName_area02_ex003	かくしステージ３
stageName_area02_ex004	海岸のかくれほこら
stageName_area03_ex001	かくしステージ１
stageName_area03_ex002	かくしステージ２
stageName_area03_ex003	かくしステージ３
stageName_area03_ex004	かくしステージ４
stageName_area03_ex005	かくしステージ５
stageName_area03_ex006	かくしステージ６
stageName_area03_ex007	かくしステージ７
stageName_area03_ex008	鉱山のかくれほこら
stageName_area04_ex001	かくしステージ１
stageName_area04_ex002	かくしステージ２
stageName_area04_ex003	かくしステージ３
stageName_area04_ex004	要塞のかくれほこら
stageName_area05_ex001	かくしステージ１
stageName_area05_ex002	かくしステージ２
stageName_area05_ex003	かくしステージ３
stageName_area05_ex004	孤島のかくれほこら
stageName_area06_ex001	かくしステージ１
stageName_area06_ex002	かくしステージ２
stageName_area06_ex003	かくしステージ３
stageName_area06_ex004	かくしステージ４
stageName_area06_ex005	かくしステージ５
stageName_area06_ex006	かくしステージ６
stageName_area06_ex007	かくしステージ７
stageName_area06_ex008	かくしステージ８
stageName_area06_ex009	かくしステージ９
stageName_area06_ex010	北の森のかくれほこら
stageName_area07_ex001	肖像画
stageName_area04sub_001	奥地の道１
stageName_area04sub_002	奥地の道２
stageName_area04sub_003	奥地の道３
stageName_area04sub_004	奥地の道４
stageName_area04sub_005	奥地の道５
stageName_area04sub_006	奥地の道６
stageName_area04sub_007	奥地の道７
stageName_area04sub_008	奥地の道８
stageName_area04sub_009	奥地の道９
stageName_area04sub_010	奥地のかくれ神社
stageName_area04sub_ex001	かくしステージ１
stageName_area04sub_ex002	雪山のかくれほこら
stageName_area06sub_001	南の街道１
stageName_area06sub_002	南の街道２
stageName_area06sub_003	南の街道３
stageName_area06sub_004	南の街道４
stageName_area06sub_005	南の街道５
stageName_area06sub_006	南の街道６
stageName_area06sub_007	南の街道７
stageName_area06sub_008	南の街道８
stageName_area06sub_009	南の街道９
stageName_area06sub_010	帝国軍地下施設
stageName_area06sub_ex001	かくしステージ１
stageName_area06sub_ex002	南のかくれほこら
stageName_area08_001	謎の施設前
stageName_area08_002	パラレルゲート No.1/31
stageName_area08_003	パラレルゲート No.2/31
stageName_area08_004	パラレルゲート No.3/31
stageName_area08_005	パラレルゲート No.4/31
stageName_area08_006	パラレルゲート No.5/31
stageName_area08_007	パラレルゲート No.6/31
stageName_area08_008	パラレルゲート No.7/31
stageName_area08_009	パラレルゲート No.8/31
stageName_area08_010	パラレルゲート No.9/31
stageName_area08_011	パラレルゲート No.10/31
stageName_area08_012	パラレルゲート No.11/31
stageName_area08_013	パラレルゲート No.12/31
stageName_area08_014	パラレルゲート No.13/31
stageName_area08_015	パラレルゲート No.14/31
stageName_area08_016	パラレルゲート No.15/31
stageName_area08_017	パラレルゲート No.16/31
stageName_area08_018	パラレルゲート No.17/31
stageName_area08_019	パラレルゲート No.18/31
stageName_area08_020	パラレルゲート No.19/31
stageName_area08_021	パラレルゲート No.20/31
stageName_area08_022	パラレルゲート No.21/31
stageName_area08_023	パラレルゲート No.22/31
stageName_area08_024	パラレルゲート No.23/31
stageName_area08_025	パラレルゲート No.24/31
stageName_area08_026	パラレルゲート No.25/31
stageName_area08_027	パラレルゲート No.26/31
stageName_area08_028	パラレルゲート No.27/31
stageName_area08_029	パラレルゲート No.28/31
stageName_area08_030	パラレルゲート No.29/31
stageName_area08_031	パラレルゲート No.30/31
stageName_area08_032	パラレルゲート No.31/31
stageName_area50_001	おさら島１
stageName_area50_002	第一おはし橋１
stageName_area50_003	第一おはし橋２
stageName_area50_004	おさら島２
stageName_area50_005	おさら島２スシロー前
stageName_area50_006	第二おはし橋１
stageName_area50_007	第二おはし橋２
stageName_area50_008	第二おはし橋３
stageName_area50_009	おしょう湯
stageName_area50_010	第三おはし橋１
stageName_area50_011	第三おはし橋２
stageName_area50_012	おさら島３
stageName_area50_013	おさら島３わさび山ふもと
stageName_area50_014	第四おはし橋１
stageName_area50_015	第四おはし橋２
stageName_area50_016	おさら島４スシロー前
stageName_area50_017	第五おはし橋１
stageName_area50_018	第五おはし橋２
stageName_area50_019	第五おはし橋３
stageName_area50_020	まんぷく島ガリ岩
stageName_area50_ex001	おさら島５
stageName_area50_ex002	すぷーん橋１
stageName_area50_ex003	すぷーん橋２
stageName_area50_ex004	すぷーん橋３
stageName_area50_ex005	おさら島６
\event\episode_cmn.msbt
System_Label_MaskLower_M	Ａボタンまたは下画面タッチで進みます
Name_Label_Musashi_M	ムサシ
Name_Label_Salmon_M	ジンライ
Name_Label_Leo_M	ジンライ
Name_Label_Kojiro_M	コジロー
Name_Label_Yukichi_M	ユキチ
Name_Label_Ryoma_M	リョーマ
Name_Label_Yuulia_M	ユーリア
Name_Label_Amaebi_M	アラオウ
Name_Label_Sweats_M	ペンゾー
Name_Label_Myway_M	ゴクオウ
Name_Label_Rob_M	カズラサツ
Name_Label_Superstar_M	マウソー
Name_Label_Lanelow_M	ポポカン
Name_Label_Blind_M	ゴレカン
Name_Label_Hpchange_M	アヌビサツ
Name_Label_Invisible_M	クロカン
Name_Label_Reflection_M	ガロオウ
Name_Label_Skillcopy_M	カメレサツ
Name_Label_Vacuum_M	ワニオウ
Name_Label_LaneFill_M	キャッテン
Name_Label_Doton_M	ドートン
Name_Label_Ablicos_M	アブリコス
Name_Label_Bamboo_M	バンブーク
Name_Label_Sosuna_M	ソスナ
Name_Label_Grohm_M	グロム
Name_Label_Glado_M	グラード
Name_Label_Chara_M	チャラオ
Name_Label_Father_M	ジュウベエ
Name_Label_EmpireCommander_M	タイチョウ
Name_Label_EmpireCommander2_M	シレイカン
Name_Label_EmpirePrivate_M	テイコクヘイ
Name_Label_LiberionSoldier_M	ギユウヘイ
Name_Label_LiberionSoldierPlu_M	ギユウヘイ
Name_Label_KidsVi_M	こどもたち
Name_Label_KidsBe_M	こどもたち
Name_Label_KidsVo_M	こどもたち
Name_Label_SolAb_M	テイコクヘイ
Name_Label_ComAb_M	タイチョウ
Name_Label_SolBa_M	テイコクヘイ
Name_Label_ComBa_M	タイチョウ
Name_Label_SolSo_M	テイコクヘイ
Name_Label_ComSo_M	タイチョウ
Name_Label_SolGr_M	テイコクヘイ
Name_Label_ComGr_M	タイチョウ
Name_Label_ComRo_M	シュリョウ
Name_Label_Unknown_M	？？？
Name_Label_Priest_M	ミコ
Name_Label_Engineer_M	ギシ
BossEntryLabelGeneral_Abricos	将軍アブリコス
BossEntryLabelGeneral_Bambooque	将軍バンブーク
BossEntryLabelGeneral_Sosuna	将軍ソスナ
BossEntryLabelEntry_M	登場！！！！
BuildUpLevel2_M	たてものLV2にアップ！！
BuildUpLevel3_M	たてものLV3にアップ！！
Name_Label_ComRoAl_M	ボス
\event\stageBattleArea50_001.msbt
CharaSerif_00_M	なっ、なんだ!?\nHPが最初からだいぶ少なかったぞ！
CharaSerif_00_F	なっ、なに!?\nHPが最初からだいぶ少なくなかった？
CharaSerif_01_M	そうか･･･ いつものスシガミたちとは違うもんな。\nこりゃ、いきなり大ピンチかも･･･？
CharaSerif_01_F	そうか･･･ いつものスシガミたちとは違うもんね。\nこれは、いきなり大ピンチかも･･･
CharaSerif_02_M	･･･えっ、このアイテム？\nこれを食べれば、{c[ffae00]}回復{c[000000]}できるのか？
CharaSerif_02_F	･･･えっ、このアイテム？\nこれを食べれば、{c[ffae00]}回復{c[000000]}できるの？
CharaSerif_03_M	わかった！ 出たらソッコーで取るよ！\nたよりにしてるぜ!!
CharaSerif_03_F	わかった！ 出たら急いで取るわ！\nたよりにしてるわね!!
\event\stageBattleArea50_002.msbt
CharaSerif_00_M	･･･ん？\nどうした？ こんなところで。
CharaSerif_00_F	･･･ん？\nどうしたの？ こんなところで。
CharaSerif_01_M	えっ？ おトクな情報がある･･･ だって？
CharaSerif_01_F	えっ？ おトクな情報がある･･･ ですって？
CharaSerif_02_M	おおっ！ 皿をつないでいる時にこれを取ると\nそこから{c[ffae00]}さらに７秒間皿をつなげられる{c[000000]}のか！
CharaSerif_02_F	うおぅ♪ 皿をつないでいる時にこれを取ると\nそこから{c[ffae00]}さらに７秒間皿をつなげられる{c[000000]}のね！
CharaSerif_03_M	へへっ♪ お茶でリフレッシュってわけだな？\nわかったぜ！ 教えてくれてありがとな！
CharaSerif_03_F	へへっ♪ お茶でリフレッシュってわけね？\nわかったわ！ 教えてくれてありがとう！
\event\stageBeginArea50_001.msbt
CharaSerif_00_M	隊長どの！\nスシガミバリアーの準備、完了しました！
CharaSerif_01_M	･･･うむ、スイッチを入れろ。
CharaSerif_02_M	はっ！ スシガミバリアー起動！
CharaSerif_02B_M	なあ、今のなんだ？
CharaSerif_02B_F	ねえ、今のなに？
CharaSerif_03_M	いいぞ･･･ これで、この島のスシガミどもは\n外に出られなくなった･･･！
CharaSerif_04_M	ヘヘッ♪ 例のスシガミを追ってきた先が\n新種のスシガミの宝庫とは･･･ ラッキーでしたね！
CharaSerif_04B_M	えっ!? 新種のスシガミ？
CharaSerif_05_M	しかし、この島のスシガミ･･･ のんびりしてて\n捉えどころがない･･･ ミョーな連中だ。
CharaSerif_06_M	ひょっとして･･･ ケイヤクという概念すら\nわかっていないのでは？
CharaSerif_07_M	フフフ･･･ だからこのバリアーで閉じ込めて\nゴッソリさらって行こうというワケだ･･･！
CharaSerif_08_M	\u000e\u0000\u0002\u0002\u0096\u0000やめろ！ そんなことさせるか!!\u000e\u0000\u0002\u0002d\u0000
CharaSerif_08_F	\u000e\u0000\u0002\u0002\u0096\u0000このっ！ そんなことさせないわ!!\u000e\u0000\u0002\u0002d\u0000
CharaSerif_09_M	なにっ!?\nキサマはムサシ･･･ いつのまに！
CharaSerif_11_M	･･･へへっ！ しかしスシガミを呼べない\nムサシなんて、敵じゃありませんぜ！
CharaSerif_10_M	なにっ？ どういうことだ!?\n
CharaSerif_10_F	･･･なに？ どういうこと!?
CharaSerif_11B_M	フン･･･！ バリアーには、島の外のスシガミが\n中に入ってこれなくなる効果もあるのだ！
CharaSerif_12_M	\u000e\u0000\u0002\u0002\u0096\u0000なんだって!?\u000e\u0000\u0002\u0002d\u0000
CharaSerif_12_F	\u000e\u0000\u0002\u0002\u0096\u0000なんですって!?\u000e\u0000\u0002\u0002d\u0000
CharaSerif_13_M	（ムサシ、それは誠じゃ･･･ ワシらの魂は島の外。\n ワシは今、おヌシの心に直接語りかけておる･･･）
CharaSerif_14_M	くっ･･･！ それじゃバトルできないぜ･･･\nどうすりゃいいんだ･･･？
CharaSerif_14_F	くっ･･･！ それじゃバトルできない･･･\nどうすりゃいいの･･･？
CharaSerif_15_M	\u000e\u0000\u0002\u0002\u0096\u0000うおおっ!? なんだなんだ？\u000e\u0000\u0002\u0002d\u0000
CharaSerif_15_F	\u000e\u0000\u0002\u0002\u0096\u0000なっ、なに!? なんなの!?\u000e\u0000\u0002\u0002d\u0000
CharaSerif_16_M	･･･ああ!! そうか、この島のスシガミだな!?\nちょうどよかった！ オレにチカラを･･･
CharaSerif_16_F	･･･ああ!! そうか、この島のスシガミね!?\nちょうどよかった！ わたしにチカラを･･･
CharaSerif_18_M	おおっ！ チカラを貸してくれるのか!!\nなんだよ！ 話がはやいな!!
CharaSerif_18_F	うおぅ♪ チカラを貸してくれるのね!!\nすごい！ 話がはやーい♪
CharaSerif_19_M	えっ？ でもそれには、この「{c[91ff1e]}チャレンジけん{c[000000]}」の\nパワーが必要･･･？ へえ･･･
CharaSerif_19_F	えっ？ でもそれには、この「{c[91ff1e]}チャレンジけん{c[000000]}」の\nパワーが必要･･･？ ふーん･･･
CharaSerif_20_M	ムゥ･･･ まさかこの島のスシガミを\n味方につけるとは･･･！
CharaSerif_21_M	ええい！ そのスシガミともども\n我らが帝国の偉大さを教えてやれ!!
CharaSerif_22_M	\u000e\u0000\u0002\u0002\u0096\u0000はっ!!\u000e\u0000\u0002\u0002d\u0000
CharaSerif_23_M	本編の進行度によらずお楽しみいただくため、\nこのエリアではムサシは{c[ffae00]}Lv30固定{c[000000]}になります。
\event\stageBeginArea50_012.msbt
CharaSerif_00_M	う～ん･･･ ムサシちゃんまだかな～\nはやく見せびらかしたいのに･･･
CharaSerif_02_M	キャハ☆ きたきた！\nんじゃ、見せちゃおー♪ とっておきの新兵器！
CharaSerif_03_M	･･･なんだ？ ヘンな色の爆弾だな。
CharaSerif_03_F	えっ、なに？ そのヘンな色の爆弾･･･
CharaSerif_04_M	･･･もう！ これはスーパーボム!! フツーのより\n破壊力があって、解除もムズいんだぞ～!!
CharaSerif_05_M	よーし！ じゃあ、いってみよ～！\nぜーったい解除しないでね？
\event\stageBeginArea50_020.msbt
CharaSerif_00_M	フフッ･･･ 島ノ祠のスシガミ･･･\nツイニ手に入レタゾ･･･!!
CharaSerif_01_M	\u000e\u0000\u0002\u0002\u0096\u0000あーっ!! 契約しちゃった！\u000e\u0000\u0002\u0002d\u0000
CharaSerif_01B_M	フン･･･！ ヒトアシ遅カッタナ･･･\nコレデ、ワレラガ宿願モ達成サレル･･･
CharaSerif_02_M	教エテヤロウ･･･\nコノスシガミのスキルは『{c[91ff1e]}スシ詰め天国{c[000000]}』･･･
CharaSerif_03_M	フハハハハハ･･･ 何モ無いレーンを一気にスシで\n埋め尽くす空前絶後のイリョク･･･ 味ワウガイイ!!
\event\stageEndArea50Ex005.msbt
CharaSerif_00_M	･･･えっ？\nいまのは･･･ バリアー装置？
CharaSerif_01_M	\u000e\u0000\u0002\u0002\u0096\u0000･･･ムサシ！ 無事か!?\u000e\u0000\u0002\u0002d\u0000
CharaSerif_02_M	おおっ、ジンライ!! 島に入ってこれたのか!?
CharaSerif_02_F	うおぅ♪ ジンライ!! 島に入ってこれたのね!?
CharaSerif_03_M	ホッ･･･\nそれが、急にバリアーが消えてな･･･
CharaSerif_04_M	そうか･･･ 大砲といっしょに装置がこわれて\n島を覆ってたバリアーがなくなったんだ･･･！
CharaSerif_04_F	そうか･･･ 大砲といっしょに装置がこわれて\n島を覆ってたバリアーがなくなったのね･･･！
CharaSerif_05_M	よう！ だっこスシガミたち!!\n帝国もいなくなったし、これでもう安心だぜ！
CharaSerif_05_F	ハーイ♪ だっこスシガミたち！\n帝国もいなくなったし、これでもう安心よ！
CharaSerif_06_M	ほう･･･？ おヌシたちが協力してくれたのか。\nワシからも礼を言わせてもらうぞ！
CharaSerif_08_M	へへっ♪ 戦いの中で食わせてもらったスシ･･･\nめっちゃうまかったぜ！
CharaSerif_08_F	へへっ♪ 戦いの中でいただいたスシ･･･\nすごいおいしかったわ！
CharaSerif_09_M	おう！ いっしょに帝国と戦ったこと･･･\nぜったい忘れないぜ！ いつかまた会おうな!!
CharaSerif_09_F	うん！ いっしょに帝国と戦ったこと･･･\nぜったい忘れないわ！ またいつか会いましょ!!
CharaSerif_11_M	『{c[91ff1e]}まぐろラッコのまぐろ{c[000000]}』を手に入れた！\n これは･･･!?
\event\stageEndArea50_001.msbt
CharaSerif_00_M	ちぇっ･･･ あのおかしな装置は\n持ち去られちまったか･･･
CharaSerif_00_F	ちぇっ･･･ あのおかしな装置は\n持ち去られたみたいね･･･
CharaSerif_03_M	おおっ、あんたたちは！\nおかげでたすかったぜ！
CharaSerif_03_F	うおぅ♪ さっきの子たちね！\nおかげでたすかったわ！
CharaSerif_04_M	えっ？ スシを悪いことに使う帝国はゆるせない･･･\nいっしょに戦ってほしい･･･ だって？
CharaSerif_04_F	えっ？ スシを悪いことに使う帝国はゆるせない･･･\nいっしょに戦ってほしい･･･ ですって？
CharaSerif_01_M	よし、まかせろ！ 帝国軍を追っぱらって\n平和な島を取りもどそうぜ！
CharaSerif_01_F	よーし、まかせて！ 帝国軍を追っぱらって\n平和な島を取りもどしましょ！
\event\stageEndArea50_020.msbt
CharaSerif_04_M	ソンナ･･･ ワレラノ宿願･･･\n帝国への回転寿司･･･ 設置計画･･･ ガ･･･
CharaSerif_05_M	･･･なんだ？\n回転寿司を作ろうとしてたのか？
CharaSerif_05_F	･･･えっ？\n回転寿司を作ろうとしてたの？
CharaSerif_06_M	へへっ♪ 回転寿司は、みんなのいこいの場！\nスシを独占する帝国にゃ、もったいないぜ!!
CharaSerif_06_F	へへっ♪ 回転寿司は、みんなのいこいの場よ！\nスシを独占する帝国には、もったいないわ!!
CharaSerif_07_M	コシャクナ･･･！ イイ気にナルなよ･･･\nバリアー発生装置は、マダ作動シテイルノダ･･･！
CharaSerif_08_M	フハハハハハ･･･ ツマリ島のスシガミは閉ジ込メ\nラれたママ！ ワレワレは･･･ マダ負ケテ･･････
CharaSerif_00_M	ほっほっほっほっ！ あやうく帝国で\n回転寿司を開店させられる所だったぞよ～♪
CharaSerif_01_M	おおっ！ あのキャッテンの親戚だな!?\nオレにチカラを貸してくれ！
CharaSerif_01_F	うおぅ♪ あのキャッテンの親戚ね!?\nわたしにチカラを貸してちょうだい！
CharaSerif_02_M	ほっほっほぅ～♪ まあ、そう急くでない。\nそちの食べっぷり、もうしばし見せてたもれ･･･
CharaSerif_03_M	『{c[91ff1e]}みけいやくの皿{c[000000]}』を手に入れた！
\scene\scene_battleresult.msbt
Text_Clear	クリア!!
Text_Cleared	クリアずみ
Text_ExpMax	さいだい
Text_LevelUp	レベルアップ!
Text_Score	スコア
Text_HighScore	ハイスコア
Text_EatDishNumUnit_zr	皿
Text_EatDishNumUnit_sg	皿
Text_EatDishNumUnit_pl	皿
Text_EatDish	たべたスシ
Text_ClearTimeBonus	クリアタイムボーナス
Text_FavPowerBonus	スシパワーボーナス
Text_BlackBeltBonus	くろおびボーナス
Text_ItemNone	なし
Text_Rank	ランク
Text_Exp	けいけんち
Text_GetItem	かくとくアイテム
Text_BattleResult	バトルけっか
Text_StarBonus	かくとくボーナス\u00d7%d
Win_GetFavPower00	リミットまで食べた！
Win_GetFavPower01	スシパワー『{c[91ff1e]}\u000e\u0001\u0017\u0000{c[000000]}』が\n体にやどった！
Win_GetFavPowerTitle	スシパワーかくとく！
Label_ExStage_Advent	エリアクリア ＆ スター40個の獲得で…\nエリア『{c[006e00]}\u000e\u0001\u0013\u0000{c[000000]}』の\n{c[dc0000]}かくしステージ{c[000000]}がオープン！
Label_ExStage30_Advent	エリアクリア ＆ スター30個の獲得で…\nエリア『{c[006e00]}\u000e\u0001\u0013\u0000{c[000000]}』の\n{c[dc0000]}かくしステージ{c[000000]}がオープン！
Win_Collabo_GetItemTitle	アイテムかくとく！
\scene\scene_cmn.msbt
Label_AreaNumber	エリア %ls
Btn_Next	つぎへ
Btn_ToMap_FromEvent	マップへ
Btn_ToMap_FromArea	マップへ
Btn_ToMusashi	ムサシへ
Btn_Back	もどる
Btn_Menu	メニュー
Btn_Decide	けってい
Btn_Chinju	ちんじゅ\nのもり
Btn_Battle	バトル！
Btn_SeeEnemyInfo	てきデータをみる
Btn_EventReplay	おはなしリプレイ
