\database\database_achieveInfo.msbt
AchieveName_001	百戦錬磨
MovieSerifText_0a_0008_M	誰もスシを食べることは\nできなくなっていた
MovieSerifText_0a_0009_M	はずだった
\database\database_movieSerif_1A.msbt
MovieSerifText_1a_0001_M	うわぁー！
MovieSerifText_1a_0002_M	すっげぇ　大量の木の実だ！
MovieSerifText_1a_0002_F	すっごい　大量の木の実だ！
MovieSerifText_1a_0003_M	うおーーー！
MovieSerifText_1a_0003_F	うわーーー！
MovieSerifText_1a_0004_M	ひょひょひょ～い
MovieSerifText_1a_0004_F	うひょ～
MovieSerifText_1a_0005_M	うひょひょ～
MovieSerifText_1a_0005_F	あは　ひゃははは～
MovieSerifText_1a_0006_M	やったー！\n今日もたくさん採れたぞー！
MovieSerifText_1a_0006_F	やったー！\n今日もたくさん採れたわー！
MovieSerifText_1a_0007_M	これでチビたちもきっと喜ぶぞー！
MovieSerifText_1a_0007_F	これであの子たちもきっと喜ぶわー！
MovieSerifText_1a_0008_M	見ろよ　ムサシのやつだ
MovieSerifText_1a_0009_M	あっ!?
MovieSerifText_1a_0009_F	あ！
MovieSerifText_1a_0010_M	お前は…　コジロー！
MovieSerifText_1a_0010_F	あんたは…　コジロー！
MovieSerifText_1a_0011_M	今日は木の実なんか集めてんのかよ！
MovieSerifText_1a_0012_M	ほんとだ～
MovieSerifText_1a_0013_M	へんなやつ～
MovieSerifText_1a_0014_M	それ食べんのかよ～
MovieSerifText_1a_0015_M	なんだよ　おまえら　あっち行け！
MovieSerifText_1a_0015_F	なんなのよ　あんたたち\nあっち行きなさい！
MovieSerifText_1a_0016_M	へっ
MovieSerifText_1a_0017_M	よこせよ！
MovieSerifText_1a_0018_M	あっ！
MovieSerifText_1a_0019_M	へっ　なんだこれ
MovieSerifText_1a_0097_M	ちょっと食べてみようぜ
MovieSerifText_1a_0020_M	食べんのかよ！
MovieSerifText_1a_0020_F	えー食べるの!?
MovieSerifText_1a_0098_M	ん？
MovieSerifText_1a_0022_M	うわー！　ぺぺぺぺぺっ！
MovieSerifText_1a_0099_M	まじー！　なんだこれ!?
MovieSerifText_1a_0023_M	バカっすね…
MovieSerifText_1a_0024_M	よくこんなものが食べられるな！
MovieSerifText_1a_0025_M	バカにするな！
MovieSerifText_1a_0025_F	バカにしないで！
MovieSerifText_1a_0026_M	この木の実だってオレたちには\n大事な食べものなんだ！
MovieSerifText_1a_0026_F	この木の実だってわたしたちには\n大事な食べものなんだから！
MovieSerifText_1a_0027_M	やれやれ
MovieSerifText_1a_0100_M	こんなものをありがたがるなんて
MovieSerifText_1a_0101_M	お前ら　本当に食いしん坊だな
MovieSerifText_1a_0028_M	あはははは！
MovieSerifText_1a_0029_M	食いしん坊ー♪　食いしん坊ー♪
MovieSerifText_1a_0030_M	コジローっ!!
MovieSerifText_1a_0031_M	今にみてろよ～！
MovieSerifText_1a_0032_M	うわあぁ～～～ん!!
MovieSerifText_1a_0034_M	とうちゃん…　かあちゃん…
MovieSerifText_1a_0034_F	とうさん…　かあさん…
MovieSerifText_1a_0035_M	どこに行っちまったんだ…
MovieSerifText_1a_0035_F	どこに行っちゃったの…
MovieSerifText_1a_0102_M	いつになったら\n帰ってきてくれるんだよ…
MovieSerifText_1a_0102_F	いつになったら\n帰ってきてくれるの…
MovieSerifText_1a_0036_M	鳴くな！　オレの腹の虫よ～
MovieSerifText_1a_0036_F	鳴かないで～　わたしの腹の虫～
MovieSerifText_1a_0037_M	おーい！\nどうした？　ぼうず
MovieSerifText_1a_0037_F	おーい！\nどうした？　お嬢ちゃん
MovieSerifText_1a_0038_M	え？
MovieSerifText_1a_0039_M	誰だい？　アンタ
MovieSerifText_1a_0039_F	誰よ？　アンタ
MovieSerifText_1a_0040_M	オレはユキチって者だ\n世界中を旅するさすらい人さ
MovieSerifText_1a_0041_M	何があったか知らねえが\nメソメソしたってはじまらねぇ
MovieSerifText_1a_0042_M	もっとシャキッとしな！
MovieSerifText_1a_0043_M	うるせぇ！\nほっといてくれよ！
MovieSerifText_1a_0043_F	うるさいわね！\nほっといてよ！
MovieSerifText_1a_0044_M	ハッハッハ\nなんだ腹が減ってたのか？
MovieSerifText_1a_0045_M	腹が減って何がわるいんだ！
MovieSerifText_1a_0045_F	腹が減って何がわるいの！
MovieSerifText_1a_0046_M	なにも悪くないさ
MovieSerifText_1a_0047_M	たくさん食べるのは子供の仕事だ
MovieSerifText_1a_0048_M	こ、子供あつかいするな！\nオレはガキじゃねぇ！
MovieSerifText_1a_0048_F	こ、子供あつかいしないで！\nわたしは子供じゃない！
MovieSerifText_1a_0049_M	そうか　そうか
MovieSerifText_1a_0050_M	ガキじゃねえなら…\nオトナのヒミツを守れるな？
MovieSerifText_1a_0050_F	子供じゃねえなら…\nオトナのヒミツを守れるな？
MovieSerifText_1a_0051_M	秘密？
MovieSerifText_1a_0052_M	誰にも言わないって\n約束してくれるんなら特別に…
MovieSerifText_1a_0053_M	スシを食わせてやってもいいぜ！
MovieSerifText_1a_0054_M	スシ…　だって…
MovieSerifText_1a_0054_F	スシですって…
MovieSerifText_1a_0055_M	スシ…？
MovieSerifText_1a_0056_M	名前くらい聞いたことあるな？\nこの世で一番おいしい食べ物だ
MovieSerifText_1a_0057_M	しかし　この共和国の領内じゃ…
MovieSerifText_1a_0103_M	食べることはもちろん\n見ることも禁じられている
MovieSerifText_1a_0058_M	それを食わせてやろうってんだ\nどうだ？　うまいぞ
MovieSerifText_1a_0059_M	スシなんて！
MovieSerifText_1a_0060_M	スシなんて大キライだっ!!
MovieSerifText_1a_0060_F	スシなんて大キライっ!!
MovieSerifText_1a_0061_M	とうちゃんもかあちゃんも戦争のせいで\nどこかに行っちまったんだ！
MovieSerifText_1a_0061_F	とうさんもかあさんも戦争のせいで\nどこかに行っちゃったのよ！
MovieSerifText_1a_0062_M	戦争が起こったのは\nそのスシってやつのせいなんだろ？
MovieSerifText_1a_0062_F	戦争が起こったのは\nそのスシってやつのせいなんでしょ？
MovieSerifText_1a_0063_M	スシなんて大キライだっ!!
MovieSerifText_1a_0063_F	スシなんて大キライよっ!!
MovieSerifText_1a_0064_M	この世から\nなくなっちまえばいいんだ！
MovieSerifText_1a_0064_F	この世から\nなくなっちゃえばいいのよ！
MovieSerifText_1a_0065_M	あ…
MovieSerifText_1a_0066_M	ちきしょう！
MovieSerifText_1a_0066_F	もぉう！
MovieSerifText_1a_0067_M	たしかにスシのせいで\n大人たちは戦争を始めちまった
MovieSerifText_1a_0105_M	だがわかってくれ
MovieSerifText_1a_0068_M	スシにはなんの罪もねえんだ
MovieSerifText_1a_0069_M	スシはただの食い物じゃねぇ
MovieSerifText_1a_0106_M	みんなを笑顔にする素敵なものだ
MovieSerifText_1a_0070_M	ぼうず…\nいっぺん食べてみてくれないか？
MovieSerifText_1a_0070_F	お嬢ちゃん…\nいっぺん食べてみてくれないか？
MovieSerifText_1a_0110_M	にゃ～ん！
MovieSerifText_1a_0071_M	うわあ～～～
MovieSerifText_1a_0072_M	タヌキ？
MovieSerifText_1a_0073_M	タヌキちゃうわー！
MovieSerifText_1a_0074_M	我はスシガミ“アラオウ”\nスシを司るスシガミの一人なり！
MovieSerifText_1a_0075_M	スシタヌキ？
MovieSerifText_1a_0076_M	スシタヌキちゃうわ！\nスシガミ！
MovieSerifText_1a_0077_M	スシガヌキ？
MovieSerifText_1a_0078_M	スシガミつってんの!!
MovieSerifText_1a_0079_M	なぁ　ユキチ　あいつアホ？
MovieSerifText_1a_0080_M	たのんだぜ！
MovieSerifText_1a_0081_M	あぁ　じゃまぁ　やるケドさ
MovieSerifText_1a_0082_M	にゃあーーー！
MovieSerifText_1a_0083_M	なんだこりゃ!?\n何もないところから出て来た！
MovieSerifText_1a_0083_F	なによこれ!?\n何もないところから出て来た！
MovieSerifText_1a_0084_M	それがスシだ！\nさ　食べてみな！
MovieSerifText_1a_0086_M	ん？
MovieSerifText_1a_0087_M	んー？
MovieSerifText_1a_0088_M	はあ～～～
MovieSerifText_1a_0089_M	おいしい～～～！
MovieSerifText_1a_0090_M	これがスシ？
MovieSerifText_1a_0091_M	これがスシ!?
MovieSerifText_1a_0092_M	これが…　これがスシ!!
MovieSerifText_1a_0093_M	なんておいしいんだぁー!!
MovieSerifText_1a_0093_F	なんておいしいのぉー!!
MovieSerifText_1a_0094_M	あは…　あははは…
MovieSerifText_1a_0095_M	ハッハッハッ\n今度はうれし泣きか？
MovieSerifText_1a_0096_M	さあ！　遠慮せずどんどん食べなっ！
\database\database_movieSerif_1B.msbt
MovieSerifText_1b_0001_M	ユキチ…　さん…
MovieSerifText_1b_0002_M	まったく…\nオレ様に歯向かうとはいい度胸だ
MovieSerifText_1b_0003_M	おいっ！\nこいつも連れて行け!!
MovieSerifText_1b_0004_M	やめろ！\n見逃してやってくれ！
MovieSerifText_1b_0005_M	俺はこんなガキ知らねえ！\nそいつはただ巻きこまれちまっただけだ！
MovieSerifText_1b_0006_M	ふん！
MovieSerifText_1b_0007_M	おまえの身柄と\nスシガミさえ手に入ったのなら\nこれで終わりよぉ
MovieSerifText_1b_0008_M	とっとと帝国領内に引きあげるぞ
MovieSerifText_1b_0009_M	覚悟しておけよユキチ！
MovieSerifText_1b_0010_M	きびし～裁きが待っているだろう
MovieSerifText_1b_0011_M	…ハッ！
MovieSerifText_1b_0012_M	ユキチさんっ！
MovieSerifText_1b_0013_M	そんな！\n帝国軍にさらわれちまったのか？
MovieSerifText_1b_0013_F	そんな！\n帝国軍にさらわれちゃったの？
MovieSerifText_1b_0014_M	なんとかして助けないと！
MovieSerifText_1b_0015_M	でも…　一体どうしたら…
MovieSerifText_1b_0016_M	それに…
MovieSerifText_1b_0017_M	コレはなんなんだ？
MovieSerifText_1b_0017_F	コレはなんなの？
MovieSerifText_1b_0018_M	ユキチさんはどうしてオレにコレを？
MovieSerifText_1b_0018_F	ユキチさんはどうして私にコレを？
MovieSerifText_1b_0019_M	だめだ…\n考えれば考えるほど腹が減っちまう…
MovieSerifText_1b_0019_F	だめだ…\n考えれば考えるほどお腹が減っちゃう…
MovieSerifText_1b_0020_M	ほっほっほっ
MovieSerifText_1b_0021_M	その大きな腹の音…\nよほどの食いしん坊とみた…
MovieSerifText_1b_0022_M	あ…？
MovieSerifText_1b_0022_F	ん…？
MovieSerifText_1b_0023_M	誰だっ!?
MovieSerifText_1b_0023_F	だ　誰っ!?
MovieSerifText_1b_0024_M	おぬし…　力が欲しいか？
MovieSerifText_1b_0025_M	力…　だって？
MovieSerifText_1b_0025_F	力…　ですって？
MovieSerifText_1b_0026_M	うん！　欲しいっ！
MovieSerifText_1b_0027_M	力が欲しいーーーっ!!
MovieSerifText_1b_0028_M	ならばワシの声のする方に来い
MovieSerifText_1b_0029_M	ワシが祀られておる\n祠まで来るのじゃ
MovieSerifText_1b_0030_M	お…　おお…
MovieSerifText_1b_0031_M	どっちっすかー？
MovieSerifText_1b_0031_F	どっちですかー？
MovieSerifText_1b_0032_M	こっちじゃ～
MovieSerifText_1b_0033_M	おーっ！
MovieSerifText_1b_0034_M	おおー！　これはー！
MovieSerifText_1b_0034_F	おおー！　これは！
MovieSerifText_1b_0035_M	ボロッ…
MovieSerifText_1b_0036_M	えっ？
MovieSerifText_1b_0037_M	こ…　これは？　スシ？
MovieSerifText_1b_0038_M	それなるスシこそサーモン！
MovieSerifText_1b_0039_M	さあ　食いしん坊の誇りにかけて\nこれをペロリとたいらげてみよっ！
MovieSerifText_1b_0077_M	うん！
MovieSerifText_1b_0040_M	さあ！　食べるのじゃ！
MovieSerifText_1b_0041_M	あーん
MovieSerifText_1b_0042_M	ん！
MovieSerifText_1b_0043_M	お…
MovieSerifText_1b_0044_M	おおお…
MovieSerifText_1b_0045_M	おおおお～
MovieSerifText_1b_0046_M	おいしい～～～っ!!!
MovieSerifText_1b_0047_M	えっ？
MovieSerifText_1b_0048_M	見事な食べっぷり！
MovieSerifText_1b_0049_M	そしてその笑顔！\nスシに感謝するお主の心!!
MovieSerifText_1b_0050_M	そのおかげで自らの力を\n取りもどすことができた
MovieSerifText_1b_0051_M	うわ～～～…
MovieSerifText_1b_0052_M	これは…
MovieSerifText_1b_0053_M	猫？
MovieSerifText_1b_0053_F	猫！
MovieSerifText_1b_0054_M	う…
MovieSerifText_1b_0055_M	猫ではない！
MovieSerifText_1b_0080_M	ワシの名はジンライ
MovieSerifText_1b_0056_M	帝国軍の手を逃れ\nこの祠に身を潜めておったスシガミじゃ
MovieSerifText_1b_0057_M	あ…！
MovieSerifText_1b_0058_M	こ…　これは？
MovieSerifText_1b_0059_M	それこそ“契約皿”\n我らスシガミとの契約の証
MovieSerifText_1b_0060_M	先ほど食べたスシにより\nお主はワシと契約した
MovieSerifText_1b_0061_M	これでお主は\nスシライカーとなったのじゃ！
MovieSerifText_1b_0062_M	オレが？　スシライカーに？
MovieSerifText_1b_0062_F	私が？　スシライカーに？
MovieSerifText_1b_0063_M	お主の着ておるそのスカジャン
MovieSerifText_1b_0064_M	それにはワシらスシガミの魂を\n封じておくことができるのじゃ
MovieSerifText_1b_0065_M	とうちゃんのスカジャンに\nそんな使い方があったなんて！
MovieSerifText_1b_0065_F	とうさんのスカジャンに\nそんな使い方があったなんて！
MovieSerifText_1b_0066_M	なんじゃ知らずに着ていたのか…
MovieSerifText_1b_0068_M	お願いだジンライ！\nその力を貸してくれ！
MovieSerifText_1b_0068_F	お願い　ジンライ！\nその力を貸してちょうだい！
MovieSerifText_1b_0069_M	オレにスシの素晴らしさを教えてくれた\nユキチさんを救いたいんだ！
MovieSerifText_1b_0069_F	私にスシの素晴らしさを教えてくれた\nユキチさんを救いたい！
MovieSerifText_1b_0070_M	そして…
MovieSerifText_1b_0071_M	世界中の人にスシを\n食べさせてあげたいんだ!!
MovieSerifText_1b_0071_F	世界中の人にスシを\n食べさせてあげたいの!!
MovieSerifText_1b_0072_M	世界中の者にスシをとな！
MovieSerifText_1b_0073_M	なんと素敵な夢じゃ！
MovieSerifText_1b_0074_M	喜んで力を貸そう！
MovieSerifText_1b_0075_M	ユキチとやらを助けに行くぞ！
MovieSerifText_1b_0076_M	オオーーーッ！
\database\database_movieSerif_2A.msbt
MovieSerifText_2a_0001_M	ジンライが発見されたこと
MovieSerifText_2a_0018_M	また　それが共和国内の\n解放戦線に渡ったこと
MovieSerifText_2a_0002_M	それらの情報はまたたく間に\n帝国本部に知らされた
MovieSerifText_2a_0003_M	皇帝グラードは\nジンライを捕らえるため
MovieSerifText_2a_0004_M	元帥グロムを通じて\n全スシライカーに総攻撃の命を下す
MovieSerifText_2a_0005_M	これにより事実上\n第二次世界スシ大戦がぼっ発した
MovieSerifText_2a_0006_M	失態だったなアブリコス…
MovieSerifText_2a_0007_M	ジンライを捕らえ損ねるとは…
MovieSerifText_2a_0008_M	も…　申し訳ございません！
MovieSerifText_2a_0009_M	必ずや私が捕らえて参ります！
MovieSerifText_2a_0010_M	ときに…\nそのジンライが契約した\nというのは何者だ？
MovieSerifText_2a_0011_M	それが…
MovieSerifText_2a_0012_M	まだ…　ガキのようでして…
MovieSerifText_2a_0012_F	まだ…　子供のようでして…
MovieSerifText_2a_0013_M	ん…　ガキだと？
MovieSerifText_2a_0013_F	ん…　子供だと？
MovieSerifText_2a_0014_M	はっ　名前を…
MovieSerifText_2a_0015_M	ムサシ…　とか…
MovieSerifText_2a_0016_M	ほお…
MovieSerifText_2a_0017_M	ムサシ…
\database\database_movieSerif_2B.msbt
MovieSerifText_2b_0001_M	ほんまおおきに!!
MovieSerifText_2b_0002_M	ムサシはんたちのお陰で前みたいな森に\nもどることができましたわ～
MovieSerifText_2b_0004_M	へへっ
MovieSerifText_2b_0004_F	えへへっ
MovieSerifText_2b_0005_M	そこでもう一つお願いがありますねん
MovieSerifText_2b_0006_M	ぜひここに”回転寿司”を\nオープンさせて欲しいんですわ～！
MovieSerifText_2b_0009_M	回転寿司？
MovieSerifText_2b_0010_M	帝国のえげつないスシ支配
MovieSerifText_2b_0011_M	その犠牲者をこれ以上増やしたらアカン！
MovieSerifText_2b_0012_M	そのために同じ志をもったモンが集まる\n憩いの場ですわ
MovieSerifText_2b_0014_M	回転寿司とは\nどういったものなのでしょう？
MovieSerifText_2b_0017_M	あー
MovieSerifText_2b_0018_M	回転してまんねん\nスシがくるくると回るんですわ
MovieSerifText_2b_0020_M	スシが…
MovieSerifText_2b_0021_M	くるくると…
MovieSerifText_2b_0022_M	回る…？
MovieSerifText_2b_0023_M	まったく想像がつかぬのう…
MovieSerifText_2b_0024_M	それでええんです！
MovieSerifText_2b_0025_M	誰も想像でけへん\nめっちゃオモロいスシの楽園
MovieSerifText_2b_0027_M	それをつくりたいんですわ～!!
MovieSerifText_2b_0028_M	ほっほっほ
MovieSerifText_2b_0029_M	わわわ　キャッテン様！
MovieSerifText_2b_0030_M	回転寿司とは面白い考えよのう…
MovieSerifText_2b_0031_M	このスシガミキャッテンが\n腕をふるってやろうぞ
MovieSerifText_2b_0033_M	ほんまでっか～！
MovieSerifText_2b_0034_M	ありがたや～～～!!
MovieSerifText_2b_0035_M	おおーっ！
\database\database_movieSerif_3A.msbt
MovieSerifText_3a_0001_M	ん？
MovieSerifText_3a_0002_M	あれなんだろう？
MovieSerifText_3a_0003_M	ん？
MovieSerifText_3a_0004_M	女の子…　じゃな
MovieSerifText_3a_0005_M	おい！　どうしたんだ？
MovieSerifText_3a_0005_F	ねぇ！　どうしたの？
MovieSerifText_3a_0006_M	え？
MovieSerifText_3a_0007_M	あっ　えっ　えっと…
MovieSerifText_3a_0008_M	ひっ　人を探してるの！
MovieSerifText_3a_0009_M	そうなんだ…
MovieSerifText_3a_0009_F	そう
MovieSerifText_3a_0010_M	こんなところで\nひとりぼっちで大丈夫かい？
MovieSerifText_3a_0010_F	こんなところで\nひとりぼっちで大丈夫？
MovieSerifText_3a_0023_M	オレも探してやろうか？
MovieSerifText_3a_0023_F	いっしょに探そっか！
MovieSerifText_3a_0011_M	え？　あ…　うん
MovieSerifText_3a_0012_M	大丈夫よ
MovieSerifText_3a_0013_M	もう見つけたから！
MovieSerifText_3a_0014_M	え？
MovieSerifText_3a_0015_M	ま　まさか…　スシライカー？
MovieSerifText_3a_0017_M	ええ　私はスシライカー・ユーリア！
MovieSerifText_3a_0018_M	あなたを倒すために\n帝国から送られた刺客よ
MovieSerifText_3a_0019_M	なんじゃと!?
MovieSerifText_3a_0020_M	そんな…
MovieSerifText_3a_0021_M	まだ子供なのに…　帝国軍なんて…
MovieSerifText_3a_0022_M	あなたよりは大人よ
MovieSerifText_3a_0022_F	あなたもたいして変わらないじゃない
MovieSerifText_3a_0024_M	さあ！　かかってきなさい！
MovieSerifText_3a_0024_F	さあ！　かかってきなさい！
\database\database_movieSerif_3B.msbt
MovieSerifText_3b_0001_M	強いわね…　あなた…
MovieSerifText_3b_0002_M	そんなんじゃねえ！
MovieSerifText_3b_0002_F	そんなんじゃないわ！
MovieSerifText_3b_0003_M	スシの力とみんなの笑顔
MovieSerifText_3b_0004_M	それに助けられて\nここまで来たんだ！
MovieSerifText_3b_0004_F	それに助けられて\nここまで来れたの
MovieSerifText_3b_0005_M	ユーリアよ
MovieSerifText_3b_0006_M	おぬしはずっと悲しい顔をしておった
MovieSerifText_3b_0007_M	そんな顔で食べるなど\nスシに対して失礼じゃぞ
MovieSerifText_3b_0008_M	そうだそうだ！
MovieSerifText_3b_0008_F	そうよそうよ！
MovieSerifText_3b_0009_M	スシは笑顔で食べようぜ!!
MovieSerifText_3b_0009_F	スシは笑顔で食べようよ!!
MovieSerifText_3b_0010_M	笑顔で…？
MovieSerifText_3b_0011_M	そんなこと…\n言ってくれた人は初めて…
MovieSerifText_3b_0012_M	大人たちはみんなもっと早く\nもっとたくさん食べろって…
MovieSerifText_3b_0021_M	スシライカーとしての私しか\n見てこなかった…
MovieSerifText_3b_0013_M	でも…　あなたは…
MovieSerifText_3b_0014_M	スシが大好きな友達だろ？
MovieSerifText_3b_0014_F	スシが大好きな友達でしょ？
MovieSerifText_3b_0015_M	ともだち…？
MovieSerifText_3b_0016_M	私はやっぱりスシを許せない！
MovieSerifText_3b_0017_M	でも…
MovieSerifText_3b_0022_M	あなたとなら…
MovieSerifText_3b_0018_M	スシのことが…\n少しおいしく思えるかもしれない…
MovieSerifText_3b_0019_M	ユーリア…
MovieSerifText_3b_0020_M	私は…
MovieSerifText_3b_0023_M	あなたについていくわ…
\database\database_movieSerif_3C.msbt
MovieSerifText_3c_0001_M	ううう…　ううぅ…
MovieSerifText_3c_0002_M	もはや言い訳はできまい\nアブリコス！
MovieSerifText_3c_0003_M	お…　お…　お許しください…
MovieSerifText_3c_0004_M	問答無用！
MovieSerifText_3c_0005_M	さあ　そいつをあそこにつれていけ！
MovieSerifText_3c_0006_M	そ　それだけは!!
MovieSerifText_3c_0007_M	それだけは～～～っ!!!
MovieSerifText_3c_0008_M	帝国を治める三将軍\nそのうちのひとり　アブリコスが破られた
MovieSerifText_3c_0009_M	解放戦線はお前たち二人
MovieSerifText_3c_0012_M	どちらかの領内に攻め込んでくるだろう
MovieSerifText_3c_0010_M	警戒を怠るな！
MovieSerifText_3c_0011_M	はっ！
\database\database_movieSerif_4A.msbt
MovieSerifText_4a_0001_M	ワガハイこそ
MovieSerifText_4a_0002_M	帝国軍の将軍の一人\nバンブークであーる！
MovieSerifText_4a_0004_M	にひひ～
MovieSerifText_4a_0005_M	あーん
MovieSerifText_4a_0007_M	んー　うまぁいーっ！
MovieSerifText_4a_0009_M	やっぱスシはワサビ入りにかぎるぅ！
MovieSerifText_4a_0010_M	この領内ではすべて\nスシにワサビを入れることを\n義務付けておる
MovieSerifText_4a_0012_M	なんてことじゃ…
MovieSerifText_4a_0013_M	ワサビはお子様には少々刺激が強い！
MovieSerifText_4a_0014_M	スシ本来のあじわい方を\n教えてやっているのだ
MovieSerifText_4a_0015_M	ありがたく思えい！
MovieSerifText_4a_0016_M	むむむ…
MovieSerifText_4a_0017_M	己の好みを押しつけるでない！
MovieSerifText_4a_0018_M	ふんっ！
MovieSerifText_4a_0021_M	ワサビも食べられぬ未熟者など
MovieSerifText_4a_0019_M	早く片付けてしまえい!!
MovieSerifText_4a_0020_M	はぁーい!!
\database\database_movieSerif_5A.msbt
MovieSerifText_5a_0001_M	どうだ！　見たか！
MovieSerifText_5a_0001_F	どう！　見た！
MovieSerifText_5a_0002_M	なるほど…
MovieSerifText_5a_0003_M	ここまでやるとは俺の想定外…
MovieSerifText_5a_0004_M	へっ
MovieSerifText_5a_0004_F	ふふーん！
MovieSerifText_5a_0005_M	まさか…
MovieSerifText_5a_0089_M	ここで真の力を見せることになるとはな！
MovieSerifText_5a_0006_M	え？
MovieSerifText_5a_0007_M	うっ！　な…　なんだこれは？
MovieSerifText_5a_0007_F	うっ！　な…　なによこれ？
MovieSerifText_5a_0008_M	体が…　動かない!?
MovieSerifText_5a_0009_M	そんな…　伝説だと思っていたが…！
MovieSerifText_5a_0010_M	まさか使える者がおったとはな!!
MovieSerifText_5a_0011_M	ジンライ！　これは一体？
MovieSerifText_5a_0012_M	スシを深く愛する者しか使うことのできぬ
MovieSerifText_5a_0013_M	スシライカーの奥義中の奥義！
MovieSerifText_5a_0014_M	スシの食べ方があまりにも美しく
MovieSerifText_5a_0015_M	対戦相手はそれに見とれ\n動きが封じられてしまう！
MovieSerifText_5a_0017_M	その名も”感謝食べ”!!
MovieSerifText_5a_0018_M	感謝食べ!?
MovieSerifText_5a_0019_M	お前はもう指一本動かせないぞ
MovieSerifText_5a_0020_M	ああ…
MovieSerifText_5a_0020_F	はあ～
MovieSerifText_5a_0021_M	あああ…
MovieSerifText_5a_0022_M	うわああああ～～～
MovieSerifText_5a_0024_M	スシが食べられぬお前など\nまったく恐るるに足らぬ
MovieSerifText_5a_0025_M	くそ～っ！
MovieSerifText_5a_0025_F	くぅ～っ！
MovieSerifText_5a_0026_M	ムサシよ！　あらためて聞こう…
MovieSerifText_5a_0027_M	はああ～～～
MovieSerifText_5a_0028_M	帝国に…
MovieSerifText_5a_0029_M	来ないか…
MovieSerifText_5a_0030_M	ああああ～～～
MovieSerifText_5a_0031_M	いやだ！
MovieSerifText_5a_0031_F	いや！
MovieSerifText_5a_0032_M	いやだいやだっ！
MovieSerifText_5a_0032_F	いやよ！　いやっ！
MovieSerifText_5a_0033_M	スシを独り占めにする\nお前たちのやり方は許せねえ!!
MovieSerifText_5a_0033_F	スシを独り占めにする\nあんたたちのやり方は許さない!!
MovieSerifText_5a_0034_M	そうか…
MovieSerifText_5a_0035_M	これを見ても…
MovieSerifText_5a_0036_M	気持ちは変わらないかっ！
MovieSerifText_5a_0037_M	!!
MovieSerifText_5a_0038_M	えっ…
MovieSerifText_5a_0039_M	うそだろっ!?
MovieSerifText_5a_0039_F	うそ…　でしょっ!?
MovieSerifText_5a_0040_M	とうちゃん!!
MovieSerifText_5a_0040_F	とうさん!!
MovieSerifText_5a_0041_M	死んだはずじゃ…
MovieSerifText_5a_0042_M	そう　お前の父ジュウベエは死んだ…
MovieSerifText_5a_0043_M	そして　帝国軍のグロムとして\nよみがえったのだ!!
MovieSerifText_5a_0044_M	どうして…
MovieSerifText_5a_0045_M	どうしてだよ！
MovieSerifText_5a_0045_F	どうしてよ！
MovieSerifText_5a_0046_M	共和国の戦士だったんだろ!?
MovieSerifText_5a_0046_F	共和国の戦士だったんでしょ!?
MovieSerifText_5a_0047_M	かつては共和国の方針に賛同する\nスシライカーだった…
MovieSerifText_5a_0048_M	『世界スシ大戦』で帝国軍と戦い…
MovieSerifText_5a_0049_M	共和国の領民たちに\n平等にスシを分けあたえた
MovieSerifText_5a_0050_M	しかし…
MovieSerifText_5a_0090_M	後に彼らのみにくい本性に絶望し
MovieSerifText_5a_0051_M	帝国の軍門に下ったのだ
MovieSerifText_5a_0052_M	みにくい？　本性？　どういうことだ？
MovieSerifText_5a_0052_F	みにくい？　本性？　どういうこと？
MovieSerifText_5a_0053_M	よく聞けムサシ…
MovieSerifText_5a_0054_M	共和国の人間は\nスシが平等に与えられることに慣れ
MovieSerifText_5a_0055_M	いつしかスシに対する感謝を\n忘れてしまったのだ…
MovieSerifText_5a_0056_M	そして　平気でスシを食べ残すようになった…
MovieSerifText_5a_0057_M	もちろん…　解放戦線の連中も…
MovieSerifText_5a_0058_M	そこまでですよ　ジュウベエさん
MovieSerifText_5a_0059_M	いや　今は元帥グロムと呼ぶべきですかね？
MovieSerifText_5a_0060_M	リョーマか…
MovieSerifText_5a_0061_M	みにくい本性？
MovieSerifText_5a_0091_M	おかしなことを口走らないでいただきたい！
MovieSerifText_5a_0062_M	私たちスシ解放戦線こそ
MovieSerifText_5a_0092_M	正義なのです！
MovieSerifText_5a_0063_M	俺のことを死んだと伝えたそうだな
MovieSerifText_5a_0064_M	ええ
MovieSerifText_5a_0065_M	裏切り者のあなたなど死んだも同然です
MovieSerifText_5a_0066_M	裏切ったのはどっちだ！
MovieSerifText_5a_0067_M	お前たちのやっていることこそ\nスシガミへの裏切り!!
MovieSerifText_5a_0068_M	それは…
MovieSerifText_5a_0069_M	なんの話だ？　リョーマさん！
MovieSerifText_5a_0069_F	なんの話なの？　リョーマさん！
MovieSerifText_5a_0070_M	よく聞け　ムサシ
MovieSerifText_5a_0071_M	この男のせいでお前のかあさんは…
MovieSerifText_5a_0073_M	言いがかりです！\nあれはあの女が勝手にやったこと!!
MovieSerifText_5a_0074_M	なんだよ？　何があったんだよっ！
MovieSerifText_5a_0074_F	なによ！　何があったのよっ！
MovieSerifText_5a_0075_M	詳しくは…
MovieSerifText_5a_0093_M	リョーマから聞くがよい
MovieSerifText_5a_0076_M	さらばだ…
MovieSerifText_5a_0077_M	息子よ…
MovieSerifText_5a_0077_F	娘よ…
MovieSerifText_5a_0078_M	あぁ…　ま　まずい！\n止めないとっ!!
